,满意度水平,绩效评估,参加项目数,平均每月工时,工作年限,是否有工作事故,五年内是否晋升,职业,薪水,计数,db_labels,km_labels
1178,0.85,0.89,4,221,5,0,0,technical,low,1,员工类3,员工类3
1179,0.45,0.46,2,146,3,0,0,technical,low,1,员工类1,员工类1
1180,0.77,0.89,5,243,5,0,0,technical,low,1,员工类3,员工类3
1181,0.39,0.5,2,127,3,0,0,technical,low,1,员工类1,员工类1
1182,0.91,0.9,4,245,5,0,0,technical,low,1,员工类3,员工类3
1183,0.11,0.77,6,264,4,0,0,technical,low,1,员工类2,员工类2
1184,0.46,0.45,2,143,3,0,0,technical,low,1,员工类1,员工类1
1185,0.43,0.49,2,135,3,0,0,technical,low,1,员工类1,员工类1
1186,0.11,0.96,6,262,4,1,0,technical,low,1,员工类2,员工类2
1187,0.1,0.93,6,299,4,0,0,technical,low,1,员工类2,员工类2
1188,0.09,0.8,5,279,4,0,0,technical,low,1,员工类2,员工类2
1189,0.36,0.51,2,155,3,0,0,support,low,1,员工类1,员工类1
1190,0.11,0.89,6,264,4,0,0,support,low,1,员工类2,员工类2
1191,0.09,0.77,6,256,5,0,0,support,medium,1,员工类2,员工类2
1192,0.44,0.51,2,129,3,0,0,support,medium,1,员工类1,员工类1
1193,0.73,0.97,5,217,6,0,0,support,medium,1,员工类3,员工类3
1194,0.21,0.58,7,203,5,0,0,support,medium,1,杂类,员工类2
1195,0.8,0.85,4,264,5,0,0,support,medium,1,员工类3,员工类3
1196,0.37,0.55,2,159,3,0,0,support,medium,1,员工类1,员工类1
1197,0.79,0.96,5,218,5,0,0,support,medium,1,员工类3,员工类3
1198,0.09,0.8,6,298,4,0,0,support,medium,1,员工类2,员工类2
1199,0.75,0.74,6,134,3,0,0,support,medium,1,杂类,杂类
1200,0.83,1.0,5,263,5,0,0,technical,medium,1,员工类3,员工类3
1201,0.1,0.77,5,252,4,0,0,technical,medium,1,员工类2,员工类2
1202,0.44,0.55,2,136,3,0,0,technical,medium,1,员工类1,员工类1
1203,0.42,0.97,6,259,4,0,0,management,high,1,杂类,员工类2
1204,0.43,0.56,2,158,3,0,0,IT,low,1,员工类1,员工类1
1205,0.09,0.84,7,307,4,0,0,IT,medium,1,员工类2,员工类2
1206,0.44,0.53,2,152,3,0,0,IT,medium,1,员工类1,员工类1
1207,0.81,0.98,5,237,5,0,0,IT,medium,1,员工类3,员工类3
1208,0.1,0.79,7,284,4,0,0,IT,medium,1,员工类2,员工类2
1209,0.1,0.93,6,243,4,0,0,product_mng,low,1,员工类2,员工类2
1210,0.11,0.83,6,268,4,0,0,product_mng,low,1,员工类2,员工类2
1211,0.09,0.77,6,244,4,0,0,product_mng,low,1,员工类2,员工类2
1212,0.75,0.83,5,262,5,0,0,product_mng,low,1,员工类3,员工类3
1213,0.38,0.55,2,134,3,0,0,IT,low,1,员工类1,员工类1
1214,0.09,0.87,7,278,4,0,0,IT,low,1,员工类2,员工类2
1215,0.74,0.97,5,238,5,0,0,IT,low,1,员工类3,员工类3
1216,0.44,0.56,2,127,3,0,0,IT,low,1,员工类1,员工类1
1217,0.76,0.95,4,259,5,0,0,RandD,low,1,员工类3,员工类3
1218,0.42,0.56,2,146,3,0,0,RandD,low,1,员工类1,员工类1
1219,0.75,1.0,4,243,5,0,0,RandD,low,1,员工类3,员工类3
1220,0.36,0.52,2,137,3,0,0,marketing,low,1,员工类1,员工类1
1221,0.75,0.93,5,229,5,0,0,sales,low,1,员工类3,员工类3
1222,0.4,0.46,2,134,3,0,0,accounting,low,1,员工类1,员工类1
1223,0.75,0.89,4,228,5,0,0,support,low,1,员工类3,员工类3
1224,0.09,0.84,6,301,4,0,0,technical,low,1,员工类2,员工类2
1225,0.39,0.46,2,127,3,0,0,management,low,1,员工类1,员工类1
1226,0.4,0.48,2,142,3,0,0,marketing,low,1,员工类1,员工类1
1227,0.39,0.54,2,131,3,0,0,marketing,low,1,员工类1,员工类1
1228,0.1,0.85,7,310,5,0,0,marketing,low,1,员工类2,员工类2
1229,0.42,0.55,2,148,3,0,0,sales,low,1,员工类1,员工类1
1230,0.37,0.52,2,143,3,0,0,sales,medium,1,员工类1,员工类1
1231,0.11,0.98,6,250,4,0,0,sales,medium,1,员工类2,员工类2
1232,0.09,0.88,7,265,4,0,0,sales,medium,1,员工类2,员工类2
1233,0.41,0.54,2,152,3,0,0,sales,medium,1,员工类1,员工类1
1234,0.42,0.49,2,145,3,0,0,sales,medium,1,员工类1,员工类1
1235,0.4,0.49,2,140,3,0,0,sales,medium,1,员工类1,员工类1
1236,0.36,0.47,2,129,3,0,0,sales,medium,1,员工类1,员工类1
1237,0.74,0.9,4,226,5,0,0,sales,medium,1,员工类3,员工类3
1238,0.66,1.0,5,269,5,0,0,sales,medium,1,员工类3,员工类3
1239,0.38,0.47,2,152,3,0,0,sales,medium,1,员工类1,员工类1
1240,0.43,0.51,2,132,3,0,0,sales,medium,1,员工类1,员工类1
1241,0.43,0.53,2,148,3,0,0,sales,medium,1,员工类1,员工类1
1242,0.1,0.85,6,297,5,0,0,sales,high,1,员工类2,员工类2
1243,0.82,0.85,4,274,5,0,0,sales,low,1,员工类3,员工类3
1244,0.1,0.77,6,280,4,0,0,sales,medium,1,员工类2,员工类2
1245,0.1,0.93,6,288,4,0,0,sales,medium,1,员工类2,员工类2
1246,0.43,0.49,2,155,3,0,0,sales,medium,1,员工类1,员工类1
1247,0.09,0.94,7,247,4,0,0,sales,medium,1,员工类2,员工类2
1248,0.41,0.54,2,138,3,0,0,accounting,low,1,员工类1,员工类1
1249,0.1,0.82,7,284,4,0,0,accounting,low,1,员工类2,员工类2
1250,0.88,0.92,4,225,5,0,0,accounting,low,1,员工类3,员工类3
1251,0.43,0.57,2,151,3,1,0,hr,low,1,员工类1,员工类1
1252,0.42,0.5,2,155,3,0,0,hr,low,1,员工类1,员工类1
1253,0.85,1.0,4,234,5,0,0,hr,low,1,员工类3,员工类3
1254,0.38,0.49,2,144,3,0,0,hr,low,1,员工类1,员工类1
1255,0.39,0.47,2,142,3,0,0,technical,low,1,员工类1,员工类1
1256,0.41,0.48,2,126,3,0,0,technical,low,1,员工类1,员工类1
1257,0.88,0.92,4,233,6,0,0,technical,low,1,员工类3,员工类3
1258,0.78,0.96,4,241,5,0,0,technical,low,1,员工类3,员工类3
1259,0.45,0.48,2,138,3,0,0,technical,low,1,员工类1,员工类1
1260,0.09,0.95,6,260,4,1,0,technical,low,1,员工类2,员工类2
1261,0.44,0.56,2,145,3,0,0,technical,low,1,员工类1,员工类1
1262,0.11,0.84,6,252,4,0,0,technical,low,1,员工类2,员工类2
1263,0.36,0.51,2,143,3,0,0,technical,low,1,员工类1,员工类1
1264,0.86,0.98,4,270,5,0,0,technical,low,1,员工类3,员工类3
1265,0.1,0.92,6,285,4,0,0,technical,low,1,员工类2,员工类2
1266,0.45,0.53,2,149,3,0,0,support,low,1,员工类1,员工类1
1267,0.42,0.53,2,158,3,0,0,support,low,1,员工类1,员工类1
1268,0.36,0.55,2,134,3,0,0,support,low,1,员工类1,员工类1
1269,0.45,0.55,2,129,3,0,0,support,medium,1,员工类1,员工类1
1270,0.38,0.57,2,131,3,0,0,support,medium,1,员工类1,员工类1
1271,0.11,0.97,6,288,4,0,0,support,medium,1,员工类2,员工类2
1272,0.45,0.46,2,142,3,0,0,support,medium,1,员工类1,员工类1
1273,0.87,0.95,5,227,5,0,0,support,medium,1,员工类3,员工类3
1274,0.45,0.53,2,131,3,0,0,support,medium,1,员工类1,员工类1
1275,0.1,0.83,6,283,5,0,0,support,medium,1,员工类2,员工类2
1276,0.44,0.54,2,139,3,0,0,support,medium,1,员工类1,员工类1
1277,0.78,1.0,4,267,5,0,0,technical,medium,1,员工类3,员工类3
1278,0.38,0.56,2,148,3,0,0,technical,medium,1,员工类1,员工类1
1279,0.85,0.84,5,272,6,0,0,technical,medium,1,员工类3,员工类3
1280,0.36,0.48,2,148,3,1,0,management,medium,1,员工类1,员工类1
1281,0.75,0.88,5,270,5,0,0,IT,high,1,员工类3,员工类3
1282,0.81,0.81,4,218,5,1,0,IT,low,1,员工类3,员工类3
1283,0.4,0.55,2,150,3,0,0,IT,medium,1,员工类1,员工类1
1284,0.83,0.83,5,260,5,0,0,IT,medium,1,员工类3,员工类3
1285,0.41,0.52,2,127,3,0,0,IT,medium,1,员工类1,员工类1
1286,0.42,0.57,2,134,3,0,0,product_mng,medium,1,员工类1,员工类1
1287,0.09,0.83,7,258,4,0,0,product_mng,low,1,员工类2,员工类2
1288,0.87,0.81,5,304,5,0,0,product_mng,low,1,员工类3,员工类3
1289,0.43,0.56,6,149,4,0,0,product_mng,low,1,杂类,杂类
1290,0.39,0.51,2,139,3,0,0,IT,low,1,员工类1,员工类1
1291,0.1,0.9,6,272,5,0,0,RandD,low,1,员工类2,员工类2
1292,0.41,0.52,2,132,3,0,0,RandD,low,1,员工类1,员工类1
1293,0.72,1.0,2,240,2,0,0,RandD,low,1,杂类,杂类
1294,0.44,0.55,2,137,3,0,0,RandD,low,1,员工类1,员工类1
1295,0.38,0.5,2,139,3,0,0,RandD,low,1,员工类1,员工类1
1296,0.46,0.52,2,148,3,0,0,RandD,low,1,员工类1,员工类1
1297,0.4,0.49,2,149,3,0,0,marketing,low,1,员工类1,员工类1
1298,0.45,0.45,2,131,3,0,0,sales,low,1,员工类1,员工类1
1299,0.89,0.89,5,262,5,0,0,accounting,low,1,员工类3,员工类3
1300,0.1,0.97,7,284,4,0,0,support,low,1,员工类2,员工类2
1301,0.46,0.48,2,161,3,0,0,technical,low,1,员工类1,员工类1
1302,0.09,0.78,7,290,4,0,0,management,low,1,员工类2,员工类2
1303,0.45,0.57,2,149,3,0,0,marketing,low,1,员工类1,员工类1
1304,0.89,0.98,4,242,6,0,0,marketing,low,1,员工类3,员工类3
1305,0.62,0.77,5,227,4,0,0,marketing,low,1,杂类,杂类
1306,0.11,0.93,6,276,4,0,0,sales,low,1,员工类2,员工类2
1307,0.44,0.5,2,135,3,0,0,sales,low,1,员工类1,员工类1
1308,0.09,0.94,6,266,4,0,0,sales,medium,1,员工类2,员工类2
1309,0.56,0.75,5,236,2,0,0,sales,medium,1,杂类,杂类
1310,0.77,0.89,4,270,5,0,0,sales,medium,1,员工类3,员工类3
1311,0.39,0.49,2,146,3,0,0,sales,medium,1,员工类1,员工类1
1312,0.1,0.92,5,272,4,0,0,sales,medium,1,员工类2,员工类2
1313,0.72,0.85,5,246,5,0,0,sales,medium,1,员工类3,员工类3
1314,0.4,0.52,2,136,3,0,0,sales,medium,1,员工类1,员工类1
1315,0.11,0.81,6,260,4,0,0,sales,medium,1,员工类2,员工类2
1316,0.88,1.0,5,247,5,0,0,sales,medium,1,员工类3,员工类3
1317,0.37,0.51,2,127,3,0,0,sales,medium,1,员工类1,员工类1
1318,0.11,0.96,6,267,4,0,0,sales,medium,1,员工类2,员工类2
1319,0.4,0.52,2,143,3,0,0,sales,medium,1,员工类1,员工类1
1320,0.1,0.86,6,306,4,0,0,sales,high,1,员工类2,员工类2
1321,0.62,0.89,3,131,4,0,0,sales,low,1,杂类,杂类
1322,0.78,0.86,4,249,5,0,0,sales,medium,1,员工类3,员工类3
1323,0.37,0.52,2,144,3,0,0,sales,medium,1,员工类1,员工类1
1324,0.76,0.82,4,254,5,1,0,sales,medium,1,员工类3,员工类3
1325,0.42,0.53,2,131,3,0,0,accounting,medium,1,员工类1,员工类1
1326,0.1,0.77,6,272,4,0,0,accounting,low,1,员工类2,员工类2
1327,0.42,0.47,2,157,3,0,0,accounting,low,1,员工类1,员工类1
1328,0.1,0.96,7,301,4,0,0,hr,low,1,员工类2,员工类2
1329,0.1,0.81,6,252,4,0,0,hr,low,1,员工类2,员工类2
1330,0.42,0.47,2,130,3,0,0,hr,low,1,员工类1,员工类1
1331,0.09,0.86,6,297,4,0,0,hr,low,1,员工类2,员工类2
1332,0.1,0.8,6,248,4,0,0,technical,low,1,员工类2,员工类2
1333,0.11,0.89,7,257,4,0,0,technical,low,1,员工类2,员工类2
1334,0.44,0.53,2,147,3,0,0,technical,low,1,员工类1,员工类1
1335,0.87,0.9,3,307,5,0,0,technical,low,1,员工类3,员工类3
1336,0.44,0.46,2,154,3,0,0,technical,low,1,员工类1,员工类1
1337,0.41,0.56,2,143,3,0,0,technical,low,1,员工类1,员工类1
1338,0.51,0.79,4,134,3,0,0,technical,low,1,杂类,杂类
1339,0.89,0.96,5,221,5,0,0,technical,low,1,员工类3,员工类3
1340,0.1,0.96,6,275,4,0,0,technical,low,1,员工类2,员工类2
1341,0.9,0.94,5,247,5,0,0,technical,low,1,员工类3,员工类3
1342,0.36,0.55,2,131,3,0,0,technical,low,1,员工类1,员工类1
1343,0.44,0.54,2,150,3,0,0,support,low,1,员工类1,员工类1
1344,0.39,0.57,2,150,3,0,0,support,low,1,员工类1,员工类1
1345,0.38,1.0,5,137,4,0,0,support,low,1,杂类,杂类
1346,0.73,0.95,4,223,6,0,0,support,low,1,员工类3,员工类3
1347,0.1,0.96,6,292,4,0,0,support,medium,1,员工类2,员工类2
1348,0.89,0.83,5,130,4,1,0,support,medium,1,杂类,杂类
1349,0.87,0.85,5,221,6,0,0,support,medium,1,员工类3,员工类3
1350,0.84,0.89,4,245,5,1,0,support,medium,1,员工类3,员工类3
1351,0.11,0.77,6,274,4,0,0,support,medium,1,员工类2,员工类2
1352,0.74,1.0,5,248,5,0,0,support,medium,1,员工类3,员工类3
1353,0.79,0.97,4,243,5,0,0,support,medium,1,员工类3,员工类3
1354,0.1,0.92,7,273,4,0,0,technical,medium,1,员工类2,员工类2
1355,0.83,0.95,5,221,5,0,0,technical,medium,1,员工类3,员工类3
1356,0.1,0.79,6,271,4,0,0,technical,medium,1,员工类2,员工类2
1357,0.45,0.5,2,157,3,0,0,management,medium,1,员工类1,员工类1
1358,0.29,0.48,2,249,4,0,0,IT,medium,1,杂类,员工类1
1359,0.46,0.46,2,145,3,0,0,IT,high,1,员工类1,员工类1
1360,0.11,0.83,6,262,5,0,0,IT,low,1,员工类2,员工类2
1361,0.75,0.89,5,272,5,0,0,IT,medium,1,员工类3,员工类3
1362,0.4,0.5,2,129,3,0,0,IT,medium,1,员工类1,员工类1
1363,0.37,0.46,2,134,3,0,0,product_mng,medium,1,员工类1,员工类1
1364,0.41,0.52,2,147,3,0,0,product_mng,medium,1,员工类1,员工类1
1365,0.1,0.83,6,293,4,0,0,product_mng,low,1,员工类2,员工类2
1366,0.39,0.52,2,129,3,0,0,product_mng,low,1,员工类1,员工类1
1367,0.4,0.45,2,140,3,0,0,IT,low,1,员工类1,员工类1
1368,0.41,0.52,2,132,3,0,0,RandD,low,1,员工类1,员工类1
1369,0.11,0.89,6,284,4,0,0,RandD,low,1,员工类2,员工类2
1370,0.74,0.99,5,263,5,0,0,RandD,low,1,员工类3,员工类3
1371,0.42,0.46,2,143,3,0,0,RandD,low,1,员工类1,员工类1
1372,0.88,0.88,4,265,5,0,0,RandD,low,1,员工类3,员工类3
1373,0.37,0.53,2,147,3,0,0,RandD,low,1,员工类1,员工类1
1374,0.78,0.81,4,253,5,0,0,marketing,low,1,员工类3,员工类3
1375,0.46,0.5,2,141,3,0,0,sales,low,1,员工类1,员工类1
1376,0.74,1.0,5,222,6,0,0,accounting,low,1,员工类3,员工类3
1377,0.11,0.86,6,273,4,1,0,support,low,1,员工类2,员工类2
1378,0.8,0.87,5,240,6,0,0,technical,low,1,员工类3,员工类3
1379,0.37,0.48,2,154,3,0,0,management,low,1,员工类1,员工类1
1380,0.87,0.92,4,253,6,0,0,marketing,low,1,员工类3,员工类3
1381,0.9,0.84,5,221,5,0,0,marketing,low,1,员工类3,员工类3
1382,0.1,0.88,6,263,4,0,0,marketing,low,1,员工类2,员工类2
1383,0.43,0.46,2,145,3,0,0,sales,low,1,员工类1,员工类1
1384,0.11,0.91,6,279,4,0,0,sales,low,1,员工类2,员工类2
1385,0.4,0.46,2,146,3,0,0,sales,low,1,员工类1,员工类1
1386,0.09,0.93,7,270,4,0,0,sales,medium,1,员工类2,员工类2
1387,0.4,0.5,2,135,3,0,0,sales,medium,1,员工类1,员工类1
1388,0.14,0.7,5,236,3,0,0,sales,medium,1,杂类,员工类2
1389,0.4,0.49,2,151,3,0,0,sales,medium,1,员工类1,员工类1
1390,0.11,0.79,6,244,4,1,0,sales,medium,1,员工类2,员工类2
1391,0.72,1.0,4,169,3,0,0,sales,medium,1,杂类,杂类
1392,0.39,0.57,2,157,3,0,0,sales,medium,1,员工类1,员工类1
1393,0.82,0.93,4,246,5,0,0,sales,medium,1,员工类3,员工类3
1394,0.41,0.52,2,142,3,0,0,sales,medium,1,员工类1,员工类1
1395,0.45,0.51,2,156,3,0,0,sales,medium,1,员工类1,员工类1
1396,0.2,0.7,6,281,5,0,0,sales,medium,1,员工类2,员工类2
1397,0.43,0.53,2,146,3,0,0,sales,medium,1,员工类1,员工类1
1398,0.39,0.55,2,156,3,0,0,sales,high,1,员工类1,员工类1
1399,0.11,0.86,6,299,4,1,0,sales,low,1,员工类2,员工类2
1400,0.45,0.47,2,136,3,0,0,sales,medium,1,员工类1,员工类1
1401,0.11,0.87,6,272,4,0,0,sales,medium,1,员工类2,员工类2
1402,0.84,0.86,5,240,5,0,0,accounting,medium,1,员工类3,员工类3
1403,0.86,0.96,5,245,6,0,0,accounting,medium,1,员工类3,员工类3
1404,0.79,0.93,5,269,5,0,0,accounting,low,1,员工类3,员工类3
1405,0.39,0.57,2,130,3,0,0,hr,low,1,员工类1,员工类1
1406,0.15,0.62,4,257,3,0,0,hr,low,1,杂类,杂类
1407,0.81,1.0,4,241,5,0,0,hr,low,1,员工类3,员工类3
1408,0.39,0.53,2,136,3,0,0,hr,low,1,员工类1,员工类1
1409,0.92,0.94,4,219,5,0,0,technical,low,1,员工类3,员工类3
1410,0.9,0.98,5,271,5,0,0,technical,low,1,员工类3,员工类3
1411,0.32,0.6,2,280,4,0,0,technical,low,1,杂类,杂类
1412,0.46,0.46,2,140,3,0,0,technical,low,1,员工类1,员工类1
1413,0.83,0.98,4,254,5,0,0,technical,low,1,员工类3,员工类3
1414,0.39,0.47,2,131,3,0,0,technical,low,1,员工类1,员工类1
1415,0.2,0.9,6,138,3,0,0,technical,low,1,杂类,杂类
1416,0.11,0.85,6,295,4,0,0,technical,low,1,员工类2,员工类2
1417,0.11,0.96,6,301,5,0,0,technical,low,1,员工类2,员工类2
1418,0.1,0.95,7,296,4,0,0,technical,low,1,员工类2,员工类2
1419,0.75,0.87,5,246,5,0,0,technical,low,1,员工类3,员工类3
1420,0.44,0.57,2,145,3,0,0,support,low,1,员工类1,员工类1
1421,0.86,0.93,5,241,5,1,0,support,low,1,员工类3,员工类3
1422,0.1,0.82,6,269,4,0,0,support,low,1,员工类2,员工类2
1423,0.39,0.49,2,146,3,0,0,support,low,1,员工类1,员工类1
1424,0.45,0.48,2,149,3,0,0,support,low,1,员工类1,员工类1
1425,0.1,0.94,7,287,4,0,0,support,medium,1,员工类2,员工类2
1426,0.36,0.55,2,138,3,0,0,support,medium,1,员工类1,员工类1
1427,0.57,0.61,4,158,5,0,0,support,medium,1,杂类,杂类
1428,0.09,0.87,6,266,4,0,0,support,medium,1,员工类2,员工类2
1429,0.87,0.91,4,255,5,0,0,support,medium,1,员工类3,员工类3
1430,0.43,0.52,2,156,3,0,0,support,medium,1,员工类1,员工类1
1431,0.36,0.5,2,147,3,0,0,technical,medium,1,员工类1,员工类1
1432,0.91,0.99,5,265,5,1,0,technical,medium,1,员工类3,员工类3
1433,0.41,0.48,2,136,3,0,0,technical,medium,1,员工类1,员工类1
1434,0.37,0.52,2,140,3,0,0,management,medium,1,员工类1,员工类1
1435,0.43,0.45,2,146,3,0,0,IT,medium,1,员工类1,员工类1
1436,0.43,0.57,2,142,3,0,0,IT,medium,1,员工类1,员工类1
1437,0.4,0.53,2,155,3,0,0,IT,high,1,员工类1,员工类1
1438,0.1,0.89,7,285,4,0,0,IT,low,1,员工类2,员工类2
1439,0.76,0.99,4,253,5,1,0,IT,medium,1,员工类3,员工类3
1440,0.82,0.93,4,248,5,0,0,product_mng,medium,1,员工类3,员工类3
1441,0.11,0.83,7,255,5,0,0,product_mng,medium,1,员工类2,员工类2
1442,0.43,0.52,2,154,3,1,0,product_mng,medium,1,员工类1,员工类1
1443,0.11,0.88,7,305,4,0,0,product_mng,low,1,员工类2,员工类2
1444,0.41,0.48,2,141,3,0,0,IT,low,1,员工类1,员工类1
1445,0.73,0.87,5,252,5,0,0,RandD,low,1,员工类3,员工类3
1446,0.37,0.57,2,157,3,0,0,RandD,low,1,员工类1,员工类1
1447,0.11,0.89,6,250,4,0,0,RandD,low,1,员工类2,员工类2
1448,0.46,0.52,2,131,3,0,0,RandD,low,1,员工类1,员工类1
1449,0.41,0.5,2,149,3,0,0,RandD,low,1,员工类1,员工类1
1450,0.78,0.78,4,260,5,0,0,RandD,low,1,员工类3,员工类3
1451,0.78,0.86,5,260,6,0,0,marketing,low,1,员工类3,员工类3
1452,0.72,0.86,5,251,5,0,0,sales,low,1,员工类3,员工类3
1453,0.63,0.83,6,242,5,0,0,accounting,low,1,员工类3,员工类3
1454,0.55,1.0,6,136,3,0,0,support,low,1,杂类,杂类
1455,0.45,0.55,2,155,3,0,0,technical,low,1,员工类1,员工类1
1456,0.39,0.51,2,155,3,0,0,management,low,1,员工类1,员工类1
1457,0.1,0.81,6,248,4,0,0,marketing,low,1,员工类2,员工类2
1458,0.4,0.5,2,136,3,0,0,marketing,low,1,员工类1,员工类1
1459,0.39,0.54,2,133,3,0,0,marketing,low,1,员工类1,员工类1
1460,0.78,0.45,4,128,2,0,0,sales,low,1,杂类,员工类1
1461,0.42,0.53,2,142,3,0,0,sales,low,1,员工类1,员工类1
1462,0.39,0.54,2,149,3,0,0,sales,low,1,员工类1,员工类1
1463,0.46,0.57,2,145,3,0,0,sales,low,1,员工类1,员工类1
1464,0.1,0.92,6,279,4,0,0,sales,medium,1,员工类2,员工类2
1465,0.45,0.47,2,146,3,0,0,sales,medium,1,员工类1,员工类1
1466,0.1,0.83,6,264,4,1,0,sales,medium,1,员工类2,员工类2
1467,0.1,0.89,7,272,4,0,0,sales,medium,1,员工类2,员工类2
1468,0.78,0.86,5,256,5,0,0,sales,medium,1,员工类3,员工类3
1469,0.4,0.65,2,296,5,0,0,sales,medium,1,杂类,杂类
1470,0.45,0.51,2,155,3,1,0,sales,medium,1,员工类1,员工类1
1471,0.39,0.56,2,130,3,0,0,sales,medium,1,员工类1,员工类1
1472,0.43,0.48,2,157,3,0,0,sales,medium,1,员工类1,员工类1
1473,0.09,0.96,6,245,4,0,0,sales,medium,1,员工类2,员工类2
1474,0.79,0.86,5,226,5,0,0,sales,medium,1,员工类3,员工类3
1475,0.44,0.47,2,156,3,1,0,sales,medium,1,员工类1,员工类1
1476,0.79,0.95,5,228,5,0,0,sales,high,1,员工类3,员工类3
1477,0.38,0.46,2,155,3,0,0,sales,low,1,员工类1,员工类1
1478,0.36,0.56,2,159,3,0,0,sales,medium,1,员工类1,员工类1
1479,0.39,0.57,2,142,3,0,0,accounting,medium,1,员工类1,员工类1
1480,0.09,0.93,6,271,4,0,0,accounting,medium,1,员工类2,员工类2
1481,0.16,0.65,4,277,5,0,0,accounting,medium,1,杂类,员工类2
1482,0.09,0.77,6,310,4,0,0,hr,low,1,员工类2,员工类2
1483,0.11,0.87,6,254,4,0,0,hr,low,1,员工类2,员工类2
1484,0.44,0.56,2,142,3,0,0,hr,low,1,员工类1,员工类1
1485,0.11,0.88,7,253,4,0,0,hr,low,1,员工类2,员工类2
1486,0.11,0.97,6,260,4,0,0,technical,low,1,员工类2,员工类2
1487,0.45,0.52,2,147,3,0,0,technical,low,1,员工类1,员工类1
1488,0.1,0.96,7,288,4,0,0,technical,low,1,员工类2,员工类2
1489,0.4,0.46,2,160,3,0,0,technical,low,1,员工类1,员工类1
1490,0.38,0.55,2,130,3,0,0,technical,low,1,员工类1,员工类1
1491,0.39,0.56,2,133,3,0,0,technical,low,1,员工类1,员工类1
1492,0.38,0.55,2,160,3,0,0,technical,low,1,员工类1,员工类1
1493,0.38,0.45,2,151,3,0,0,technical,low,1,员工类1,员工类1
1494,0.17,0.75,3,188,4,0,0,technical,low,1,杂类,杂类
1495,0.79,0.84,5,247,5,0,0,technical,low,1,员工类3,员工类3
1496,0.1,0.85,7,259,4,0,0,technical,low,1,员工类2,员工类2
1497,0.37,0.48,2,129,3,0,0,support,low,1,员工类1,员工类1
1498,0.42,0.49,2,152,3,0,0,support,low,1,员工类1,员工类1
1499,0.44,0.48,2,128,3,0,0,support,low,1,员工类1,员工类1
1500,0.11,0.83,6,253,4,0,0,support,low,1,员工类2,员工类2
1501,0.39,0.48,2,151,3,0,0,support,low,1,员工类1,员工类1
1502,0.1,0.83,5,271,5,0,0,support,low,1,员工类2,员工类2
1503,0.4,0.46,2,155,3,0,0,support,medium,1,员工类1,员工类1
1504,0.86,0.91,5,245,5,0,0,support,medium,1,员工类3,员工类3
1505,0.37,0.46,2,157,3,0,0,support,medium,1,员工类1,员工类1
1506,0.4,0.51,2,160,3,0,0,support,medium,1,员工类1,员工类1
1507,0.43,0.48,2,149,3,0,0,support,medium,1,员工类1,员工类1
1508,0.88,0.88,5,248,5,0,0,technical,medium,1,员工类3,员工类3
1509,0.44,0.52,2,128,3,0,0,technical,medium,1,员工类1,员工类1
1510,0.87,1.0,4,224,5,0,0,technical,medium,1,员工类3,员工类3
1511,0.4,0.46,2,156,3,0,0,management,medium,1,员工类1,员工类1
1512,0.45,0.52,2,143,3,0,0,IT,medium,1,员工类1,员工类1
1513,0.84,0.93,4,250,5,0,0,IT,medium,1,员工类3,员工类3
1514,0.1,0.68,3,179,3,0,0,IT,medium,1,员工类1,员工类1
1515,0.72,0.99,5,257,5,0,0,IT,high,1,员工类3,员工类3
1516,0.4,0.5,2,127,3,0,0,IT,low,1,员工类1,员工类1
1517,0.45,0.5,2,145,3,0,0,product_mng,medium,1,员工类1,员工类1
1518,0.89,0.98,5,274,5,0,0,product_mng,medium,1,员工类3,员工类3
1519,0.4,0.55,2,131,3,0,0,product_mng,medium,1,员工类1,员工类1
1520,0.38,0.53,2,136,3,0,0,product_mng,medium,1,员工类1,员工类1
1521,0.38,0.47,2,140,3,1,0,IT,low,1,员工类1,员工类1
1522,0.1,0.82,7,265,4,0,0,RandD,low,1,员工类2,员工类2
1523,0.42,0.48,2,148,3,1,0,RandD,low,1,员工类1,员工类1
1524,0.74,0.86,5,262,5,0,0,RandD,low,1,员工类3,员工类3
1525,0.1,0.8,6,261,4,0,0,RandD,low,1,员工类2,员工类2
1526,0.82,0.9,5,248,5,0,0,RandD,low,1,员工类3,员工类3
